Respondent ID: Respondent ID,Language: Language,Q1: What is your age?,Q48: What best describes your location?,Q2 Recoded: What is your preferred language?,Q3: How well can you read and write in English?,Q4: Has the general preference for use of English in open source negatively affected your ability to participate?,Q28: Which best describes your employment (paid work) status?,"Q29: In your main job, how often do you contribute to open source communities?","Q44: Do you identify as a person with a dis/ability? For the purpose of this survey we define dis/ability as a long-term physical, mental, intellectual, or sensory impairment which, in interaction with various attitudinal and environmental barriers, hinders your full and effective participation in society on an equal basis with others.","Q49_01: With which racial background(s) do you identify? If multiracial, check all that apply. Asian","Q49_02: With which racial background(s) do you identify? If multiracial, check all that apply. Black","Q49_03: With which racial background(s) do you identify? If multiracial, check all that apply. Hispanic/Latinx","Q49_04: With which racial background(s) do you identify? If multiracial, check all that apply. Native or Indigenous","Q49_05: With which racial background(s) do you identify? If multiracial, check all that apply. Pacific Islander","Q49_06: With which racial background(s) do you identify? If multiracial, check all that apply. White","Q49_07: With which racial background(s) do you identify? If multiracial, check all that apply. Prefer not to answer","Q49_08_None of above the above: With which racial background(s) do you identify? If multiracial, check all that apply. None of the above",Q50_01: What is your gender? Woman,Q50_02: What is your gender? Man,Q50_03: What is your gender? Non-binary / third gender,Q50_04: What is your gender? Prefer not to answer,Q50_05: What is your gender? Other,"Q51: Do you consider yourself to be gender non-conforming, gender diverse, gender variant, or gender expansive?",Q52: Do you consider yourself to be transgender?,Q53_01: What is your sexual orientation? (check all that apply)? Asexual,Q53_02: What is your sexual orientation? (check all that apply)? Bisexual,Q53_03: What is your sexual orientation? (check all that apply)? Gay,Q53_04: What is your sexual orientation? (check all that apply)? Heterosexual or straight,Q53_05: What is your sexual orientation? (check all that apply)? Questioning,Q53_06: What is your sexual orientation? (check all that apply)? Lesbian,Q53_07: What is your sexual orientation? (check all that apply)? Pansexual,Q53_08: What is your sexual orientation? (check all that apply)? Queer,Q53_09: What is your sexual orientation? (check all that apply)? Prefer not to answer,Q53_None_of_the_above: What is your sexual orientation? (check all that apply)? None of the above
12830837003,English,75 years or older,Oceania,English,Very well,No,Employed part time,Never,No,,,,,,,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12830885444,English,55 to 64 years,Oceania,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830938058,English,55 to 64 years,Oceania,English,Very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830945885,English,55 to 64 years,Oceania,English,Very well,No,Other,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Questioning,Questioning,,Bisexual,,,,,,,,
12830998334,English,35 to 44 years,Oceania,English,Very well,No,Other,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831000677,English,55 to 64 years,Oceania,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831052952,English,35 to 44 years,Oceania,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,None of the above
12831072152,English,35 to 44 years,Oceania,English,Very well,No,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831082365,English,35 to 44 years,Oceania,English,Very well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831177676,English,45 to 54 years,Oceania,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831363741,English,35 to 44 years,Oceania,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12833215073,English,65 to 74 years,Oceania,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12833318024,English,65 to 74 years,Oceania,English,Moderately well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12833744933,English,45 to 54 years,Oceania,English,Very well,No,Permanently not working due to dis/ability or other commitments,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12834401670,English,65 to 74 years,Oceania,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12834810777,English,25 to 34 years,Oceania,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12835735646,English,55 to 64 years,Oceania,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12835815104,English,35 to 44 years,Oceania,English,Very well,No,Self-Employed full or part time,Frequently,No,,,,,,,,,Woman,,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12835928168,English,25 to 34 years,Oceania,English,Very well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Questioning,No,,Bisexual,,,,,,Queer,,
12835932625,English,45 to 54 years,Oceania,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,Yes,No,,,,,,,,,,None of the above
12836169812,English,75 years or older,Oceania,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12836242324,English,65 to 74 years,Oceania,All other answers,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12836456288,English,18 to 24 years,Oceania,English,Very well,No,Full-time university student,,No,,,,,,,,,,,Non-binary / third gender,,,Yes,Yes,,,,,,,,,Prefer not to answer,
12836789169,English,18 to 24 years,Oceania,English,Very well,No,Permanently not working due to dis/ability or other commitments,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,,Non-binary / third gender,,,Yes,Yes,,,,,,,,Queer,,
12837366585,English,25 to 34 years,Oceania,English,Very well,,Retired,,No,,,,,,,,,,Man,,,,Questioning,Questioning,,,,,Questioning,,,,,
12855241248,English,35 to 44 years,Oceania,English,Very well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12830933999,English,25 to 34 years,South Asia,English,Moderately well,No,Employed full time,Never,No,,,,,,,,,,,,,Other,Yes,Questioning,,Bisexual,,,,,,,,
12827457261,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829492631,English,25 to 34 years,South Asia,All other answers,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829493900,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829511204,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829513692,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829515482,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829525423,English,35 to 44 years,South Asia,English,Very well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829526501,English,25 to 34 years,South Asia,English,Very well,Yes,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,Bisexual,,Heterosexual or straight,,,,,,
12829530068,English,35 to 44 years,South Asia,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829537144,English,25 to 34 years,South Asia,English,Very well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829542671,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12829544154,English,45 to 54 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829547008,English,18 to 24 years,South Asia,English,Moderately well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829551831,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829554095,English,45 to 54 years,South Asia,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829555416,English,18 to 24 years,South Asia,,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,,,,,,,,,,,,
12829556158,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829560310,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829563518,English,25 to 34 years,South Asia,All other answers,Very well,Yes,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12829566119,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829567298,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829567847,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829569462,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829571724,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Questioning,Prefer not to answer,,,,Heterosexual or straight,,,,,,
12829582329,English,18 to 24 years,South Asia,All other answers,Not very well,Yes,Temporarily not working,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829591356,English,35 to 44 years,South Asia,English,Very well,No,Self-Employed full or part time,Frequently,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12829594446,English,18 to 24 years,South Asia,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829595712,English,18 to 24 years,South Asia,English,Moderately well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829596143,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829599180,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829601726,English,25 to 34 years,South Asia,English,Very well,Yes,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12829607107,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,Bisexual,,,,,,,,
12829607250,English,25 to 34 years,South Asia,English,Very well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829611503,English,18 to 24 years,South Asia,All other answers,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829617057,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829617453,English,18 to 24 years,South Asia,English,Moderately well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829619145,English,18 to 24 years,South Asia,English,Very well,Yes,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12829619862,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,None of the above
12829628503,English,18 to 24 years,South Asia,All other answers,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829631655,English,45 to 54 years,South Asia,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829633685,English,35 to 44 years,South Asia,English,Moderately well,Yes,Employed part time,Never,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829636751,English,25 to 34 years,South Asia,,Very well,Prefer not to say,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829637409,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,Bisexual,Gay,,Questioning,,Pansexual,Queer,,
12829637748,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829638322,English,18 to 24 years,South Asia,English,Moderately well,No,Full-time university student,,,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,None of the above
12829639930,English,25 to 34 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829644688,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829646521,English,35 to 44 years,South Asia,English,Moderately well,Yes,Employed full time,Never,No,,,,,,,,,Woman,,,,,Yes,No,Asexual,,,,,,,,,
12829647187,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829647851,English,18 to 24 years,South Asia,English,Very well,No,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,No,,,,,,,,,Prefer not to answer,
12829661635,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829667261,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Frequently,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829670887,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829675890,English,18 to 24 years,South Asia,English,Very well,Yes,Full-time university student,,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829679518,English,45 to 54 years,South Asia,English,Moderately well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829684636,English,45 to 54 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12829693329,English,18 to 24 years,South Asia,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,Gay,,,,,,,
12829693444,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,Woman,,,,,No,No,,,,Heterosexual or straight,,,,,,
12829724798,English,18 to 24 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829742322,English,18 to 24 years,South Asia,,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829768480,English,18 to 24 years,South Asia,English,Very well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12829769507,English,25 to 34 years,South Asia,English,Very well,Yes,Self-Employed full or part time,Never,No,,,,,,,,,,Man,,,,No,Questioning,,,,,,,,,Prefer not to answer,
12829811659,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829818943,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829823242,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829824940,English,18 to 24 years,South Asia,,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829833294,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12829844913,English,55 to 64 years,South Asia,English,Very well,No,Employed full time,Occasionally,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829895544,English,18 to 24 years,South Asia,,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12829902893,English,18 to 24 years,South Asia,All other answers,Moderately well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829911193,English,25 to 34 years,South Asia,English,Very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12829950686,English,35 to 44 years,South Asia,English,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12829977602,English,25 to 34 years,South Asia,English,Very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830017161,English,18 to 24 years,South Asia,,Very well,Yes,,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12830050145,English,25 to 34 years,South Asia,English,Very well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830122146,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12830278295,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830281976,English,18 to 24 years,South Asia,English,Very well,No,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830391862,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830404120,English,25 to 34 years,South Asia,English,Very well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830412082,English,18 to 24 years,South Asia,English,Very well,Yes,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,No,,,,,,,,,Prefer not to answer,
12830521186,English,35 to 44 years,South Asia,All other answers,Very well,Yes,Employed full time,Never,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830528395,English,55 to 64 years,South Asia,All other answers,Moderately well,No,Retired,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830529909,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,Prefer not to answer,Prefer not to answer,,,,,,,,,Prefer not to answer,
12830599491,English,35 to 44 years,South Asia,English,Very well,Yes,Employed part time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830621250,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830644600,English,25 to 34 years,South Asia,English,Moderately well,No,Temporarily not working,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830648167,English,35 to 44 years,South Asia,English,Moderately well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,,None of the above
12830652354,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,Woman,,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12830661335,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830665877,English,35 to 44 years,South Asia,English,Very well,No,Self-Employed full or part time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,Yes,,Bisexual,,,,,,,,
12830698216,English,35 to 44 years,South Asia,Spanish,Very well,No,Self-Employed full or part time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830724922,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830725749,English,25 to 34 years,South Asia,English,Moderately well,Yes,Employed full time,Never,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12830738468,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830740245,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830770615,English,75 years or older,South Asia,English,Very well,No,Retired,,No,,,,,,,,,,Man,,,,Prefer not to answer,No,Asexual,,,,,,,,,
12830780616,English,25 to 34 years,South Asia,English,Very well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830781055,English,18 to 24 years,South Asia,All other answers,Very well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830788150,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830790136,English,45 to 54 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830790904,English,25 to 34 years,South Asia,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830806342,English,18 to 24 years,South Asia,,Very well,Yes,Self-Employed full or part time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830820371,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,,No,,Bisexual,,,,,,,,
12830821585,English,45 to 54 years,South Asia,English,Moderately well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12830825691,English,25 to 34 years,South Asia,All other answers,Moderately well,Prefer not to say,,Rarely,No,,,,,,,,,,Man,,,,,,,,,,,,,,,
12830827275,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830847771,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12830852366,English,35 to 44 years,South Asia,English,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12830855988,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830856344,English,18 to 24 years,South Asia,English,Moderately well,No,Employed part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830858252,English,35 to 44 years,South Asia,,Very well,No,Self-Employed full or part time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830877204,English,25 to 34 years,South Asia,English,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,Prefer not to answer,No,,,,Heterosexual or straight,,,,,,
12830879873,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830882126,English,18 to 24 years,South Asia,All other answers,Moderately well,No,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12830885904,English,25 to 34 years,South Asia,English,Very well,No,Employed full time,Never,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830899829,English,45 to 54 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12830903400,English,25 to 34 years,South Asia,All other answers,Moderately well,No,Employed full time,Frequently,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12830904918,English,18 to 24 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Yes,No,,,,Heterosexual or straight,,,,,,
12830930630,English,18 to 24 years,South Asia,English,Moderately well,No,Full-time high school student,,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,,
12830930896,English,45 to 54 years,South Asia,English,Moderately well,No,Self-Employed full or part time,Frequently,No,,,,,,,,,,Man,,,,,,,,,,,,,,,
12830935139,English,25 to 34 years,South Asia,,Very well,No,Self-Employed full or part time,Frequently,No,,,,,,,,,,Man,,,,No,No,Asexual,,,,,,,,,
12830952632,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,Questioning,No,,,,Heterosexual or straight,,,,,,
12830955081,English,18 to 24 years,South Asia,English,Very well,No,Full-time university student,,No,,,,,,,,,Woman,,,,,No,No,,Bisexual,,,,,,,,
12830963390,English,25 to 34 years,South Asia,English,Very well,Yes,Temporarily not working,,No,,,,,,,,,,Man,,,,No,No,,,,,,,,,Prefer not to answer,
12830966420,English,45 to 54 years,South Asia,English,Moderately well,No,Employed full time,Never,No,,,,,,,,,Woman,,,,,No,No,,,,,,,,,Prefer not to answer,
12830974946,English,18 to 24 years,South Asia,English,Very well,Yes,Full-time university student,,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831087659,English,25 to 34 years,South Asia,English,Very well,Yes,Employed full time,Rarely,"Yes, I identify as a person with a dis/ability",,,,,,,,,,Man,,,,Prefer not to answer,No,,,,,,,,,Prefer not to answer,
12831093523,English,18 to 24 years,South Asia,English,Moderately well,Yes,Full-time university student,,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
12831095025,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Rarely,No,,,,,,,,,,Man,,,,No,No,,Bisexual,,,,,,,,
12831119598,English,35 to 44 years,South Asia,English,Very well,No,Employed full time,Occasionally,No,,,,,,,,,,Man,,,,No,No,,,,Heterosexual or straight,,,,,,
